player,team,position,role,owner_status,roster_status,age,fpts,fpg_raw,fpg_regressed,ros_pct,rkov,estimated_games,sample_confidence,win_now_score,dynasty_score,dynasty_minus_win_now,forward_fpg,ros_vor,ip,ip_pct,whip,k_per_9,qs_rate,prospect_bonus,age_curve,mlb_overall_rank,mlb_org_rank,asset_value,asset_confidence,baseline_confidence,career_baseline,two_way,asset_blend_alpha,prospect_phase,prospect_bonus_applied,dynasty_gap,dynasty_signal
Eliezer Alfonzo,LAD,C,H,FA,Free Agent,26.0,0.5,0.08,1.56,1.0,1163.0,6.25,0.14,19.86,16.91,-2.96,1.56,-0.89,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Johnathan Rodriguez,BAL,OF,H,FA,Free Agent,26.0,1.0,0.2,1.62,4.0,1157.0,5.0,0.11,19.86,17.45,-2.42,1.62,-0.83,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Brett Harris,BOS,3B,H,FA,Free Agent,28.0,1.0,0.17,1.59,2.0,1149.0,5.88,0.13,19.85,11.08,-8.77,1.59,-0.86,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Eloy Jimenez,TOR,OF,H,FA,Free Agent,29.0,12.5,1.04,1.6,3.0,992.0,12.02,0.27,19.78,11.22,-8.56,1.6,-0.85,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Ben Malgeri,DET,OF,H,FA,Free Agent,26.0,15.0,1.15,1.61,2.0,962.0,13.04,0.29,19.77,17.04,-2.73,1.61,-0.84,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Justin Bruihl,STL,RP,RP,FA,Free Agent,29.0,66.0,1.53,1.53,1.0,638.0,43.14,1.0,19.74,10.84,-8.9,1.53,-2.0,47.2,68.74,1.38,6.1,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Matt Wallner,MIN,OF,H,FA,Free Agent,28.0,44.5,1.27,1.39,24.0,760.0,35.04,0.78,19.73,14.98,-4.76,1.39,-1.06,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Steven Cruz,KC,RP,RP,FA,Free Agent,27.0,56.0,1.81,1.81,2.0,701.0,30.94,1.0,19.71,16.0,-3.7,1.81,-1.72,33.0,45.85,1.3,11.18,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Ryan Ritter,COL,SS,H,FA,Free Agent,25.0,0.5,0.08,1.56,6.0,1167.0,6.25,0.14,19.71,17.72,-1.99,1.56,-0.89,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Jordan Hicks,CHW,"SP,RP",SP/RP,FA,Free Agent,29.0,49.0,1.69,1.69,8.0,737.0,28.99,1.0,19.68,12.07,-7.61,1.69,-6.58,26.2,36.53,1.56,10.31,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Tyler Davis,CHW,RP,RP,FA,Free Agent,27.0,46.0,1.92,1.92,1.0,752.0,23.96,1.0,19.67,15.8,-3.87,1.92,-1.61,26.1,36.01,1.23,7.59,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Adam Macko,TOR,"SP,RP",SP/RP,FA,Free Agent,25.0,31.0,1.63,1.95,6.0,840.0,19.02,0.79,19.63,21.68,2.05,1.95,-6.32,19.2,30.22,1.56,9.84,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Reese McGuire,(N/A),C,H,FA,Free Agent,31.0,8.5,0.77,1.55,1.0,1039.0,11.04,0.25,19.61,10.77,-8.84,1.55,-0.9,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jose Azocar,ATL,OF,H,FA,Free Agent,30.0,11.0,1.0,1.6,1.0,1007.0,11.0,0.24,19.6,10.76,-8.83,1.6,-0.85,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Justin Dean,CHC,OF,H,FA,Free Agent,29.0,11.0,1.0,1.6,1.0,1009.0,11.0,0.24,19.6,10.76,-8.83,1.6,-0.85,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Alex Jackson,MIN,C,H,FA,Free Agent,30.0,27.0,1.23,1.52,1.0,866.0,21.95,0.49,19.57,10.75,-8.82,1.52,-0.93,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Dennis Santana,PIT,RP,RP,FA,Free Agent,30.0,44.0,1.02,1.02,33.0,763.0,43.14,1.0,19.57,16.51,-3.06,1.02,-2.51,40.2,59.93,1.54,8.28,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Lucas Giolito,SD,SP,SP,FA,Free Agent,32.0,8.0,1.14,1.87,31.0,1042.0,7.02,0.64,19.51,10.12,-9.4,1.87,-6.4,29.2,40.24,1.88,5.55,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Kade Strowd,ARI,RP,RP,FA,Free Agent,28.0,-3.0,-3.0,2.9,3.0,10065.0,1.0,0.04,19.5,16.07,-3.43,2.9,-0.63,1.0,19.0,4.0,9.0,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Myles Straw,TOR,OF,H,FA,Free Agent,31.0,96.0,1.1,1.1,4.0,497.0,87.27,1.0,19.49,11.33,-8.17,1.1,-1.35,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Scott Kingery,CHC,2B,H,FA,Free Agent,32.0,5.0,0.62,1.59,1.0,1085.0,8.06,0.18,19.47,5.69,-13.78,1.59,-0.86,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Jordan Leasure,CHW,RP,RP,FA,Free Agent,27.0,29.0,1.61,2.0,9.0,853.0,18.01,0.75,19.46,17.13,-2.33,2.0,-1.53,18.2,28.93,1.26,8.9,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Josh Rojas,KC,3B,H,FA,Free Agent,32.0,19.5,1.15,1.56,2.0,907.0,16.96,0.38,19.42,5.85,-13.57,1.56,-0.89,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Brandon Williamson,CIN,SP,SP,FA,Free Agent,28.0,8.0,1.33,2.16,10.0,1050.0,6.02,0.55,19.41,17.28,-2.13,2.16,-6.11,28.0,38.08,1.64,6.11,0.17,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Cesar Salazar,HOU,C,H,FA,Free Agent,30.0,4.5,0.5,1.54,1.0,1095.0,9.0,0.2,19.4,10.66,-8.74,1.54,-0.91,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Chayce McDermott,LAD,RP,RP,FA,Free Agent,27.0,-1.0,-0.5,2.86,5.0,10044.0,2.0,0.08,19.39,16.37,-3.02,2.86,-0.67,2.1,19.08,1.43,4.29,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Vidal Brujan,NYM,3B,H,FA,Free Agent,28.0,5.5,0.61,1.56,2.0,1080.0,9.02,0.2,19.39,10.83,-8.56,1.56,-0.89,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Osvaldo Bido,(N/A),"SP,RP",SP/RP,FA,Free Agent,30.0,12.0,1.09,2.21,2.0,1001.0,11.01,0.46,19.35,10.81,-8.54,2.21,-6.06,18.2,28.93,1.37,5.44,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Carlos Estevez,KC,RP,RP,FA,Free Agent,33.0,-23.0,-23.0,2.07,59.0,10151.0,1.0,0.04,19.33,15.06,-4.27,2.07,-1.46,0.1,18.91,60.0,0.0,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Brycen Mautz,STL,SP,SP,FA,Free Agent,25.0,-1.0,-1.0,2.78,6.0,10040.0,1.0,0.09,19.33,21.52,2.19,2.78,-5.49,3.0,19.26,2.0,6.0,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Leo Jimenez,MIA,"2B,3B",H,FA,Free Agent,25.0,59.0,1.34,1.35,3.0,689.0,44.03,0.98,19.29,16.95,-2.33,1.35,-1.1,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Oliver Dunn,TB,3B,H,FA,Free Agent,28.0,5.5,0.61,1.56,1.0,1081.0,9.02,0.2,19.26,10.58,-8.68,1.56,-0.89,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Drew Cavanaugh,SF,C,H,FA,Free Agent,24.0,14.0,0.93,1.51,3.0,975.0,15.05,0.33,19.23,22.93,3.69,1.51,-0.94,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Edwin Arroyo,CIN,"2B,SS",H,FA,Free Agent,22.0,38.0,1.06,1.21,30.0,789.0,35.85,0.8,19.19,46.76,27.57,1.21,-1.24,,,,,,19.0,12.0,96.0,,,,,,,0.0,1.0,19.0,,
Zach Cole Jr.,HOU,OF,H,FA,Free Agent,25.0,21.5,1.13,1.52,13.0,894.0,19.03,0.42,19.14,18.68,-0.47,1.52,-0.93,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Gus Varland,WSH,RP,RP,FA,Free Agent,29.0,55.0,1.72,1.72,5.0,706.0,31.98,1.0,19.12,11.23,-7.9,1.72,-1.81,31.2,43.7,1.79,8.65,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Zac Gallen,ARI,SP,SP,FA,Free Agent,30.0,12.0,0.63,0.63,59.0,994.0,19.05,1.0,19.11,14.08,-5.04,0.63,-7.64,98.0,89.12,1.56,5.6,0.16,0.0,0.0,,,9.5,HIGH,1.0,8.61,False,0.6,0.0,0.0,-18.9,SELL_HIGH
Kody Funderburk,MIN,RP,RP,FA,Free Agent,29.0,49.0,1.81,1.81,3.0,738.0,27.07,1.0,19.09,10.85,-8.24,1.81,-1.72,25.1,34.89,1.43,6.1,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Eric Haase,SF,C,H,FA,Free Agent,33.0,36.0,1.24,1.44,2.0,802.0,29.03,0.65,19.05,5.64,-13.4,1.44,-1.01,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Raynel Delgado,HOU,2B,H,FA,Free Agent,26.0,19.5,1.15,1.56,2.0,906.0,16.96,0.38,19.02,16.63,-2.39,1.56,-0.89,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Winston Santos,TEX,SP,SP,FA,Free Agent,24.0,-2.0,-2.0,2.69,11.0,10057.0,1.0,0.09,18.98,22.23,3.25,2.69,-5.58,2.0,19.0,1.5,4.5,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Joey Estes,ATH,SP,SP,FA,Free Agent,24.0,-1.0,-1.0,2.78,3.0,10045.0,1.0,0.09,18.94,20.77,1.83,2.78,-5.49,4.1,19.95,1.46,8.78,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Chadwick Tromp,BAL,C,H,FA,Free Agent,31.0,10.5,0.81,1.51,0.0,1017.0,12.96,0.29,18.92,10.22,-8.71,1.51,-0.94,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Darell Hernaiz,ATH,SS,H,FA,Free Agent,24.0,60.5,1.29,1.29,6.0,679.0,46.9,1.0,18.9,23.28,4.39,1.29,-1.16,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Mason Black,KC,RP,RP,FA,Free Agent,26.0,15.0,1.25,2.2,4.0,956.0,12.0,0.5,18.85,15.9,-2.95,2.2,-1.32,17.2,28.58,1.74,7.85,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Sam Moll,CIN,RP,RP,FA,Free Agent,34.0,64.0,1.39,1.39,2.0,656.0,46.04,1.0,18.79,4.51,-14.29,1.39,-2.14,40.2,59.93,1.37,9.85,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Jose Alvarado,PHI,RP,RP,FA,Free Agent,31.0,55.0,1.38,1.38,12.0,709.0,39.86,1.0,18.7,12.26,-6.44,1.38,-2.15,34.0,47.67,1.71,12.71,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Rikuu Nishida,CHW,"2B,OF",H,FA,Free Agent,25.0,9.5,0.79,1.53,5.0,1031.0,12.03,0.27,18.69,16.99,-1.7,1.53,-0.92,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Chuckie Robinson,LAD,C,H,FA,Free Agent,31.0,1.5,0.19,1.52,0.0,1146.0,7.89,0.18,18.69,10.09,-8.6,1.52,-0.93,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Drey Jameson,ARI,RP,RP,FA,Free Agent,28.0,12.0,1.09,2.21,3.0,996.0,11.01,0.46,18.68,15.63,-3.05,2.21,-1.32,17.1,28.32,1.46,6.84,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jared Oliva,(N/A),OF,H,FA,Free Agent,30.0,2.5,0.36,1.58,1.0,1128.0,6.94,0.15,18.67,10.26,-8.41,1.58,-0.87,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Codi Heuer,CLE,RP,RP,FA,Free Agent,30.0,5.0,0.63,2.32,0.0,1082.0,7.94,0.33,18.65,10.07,-8.58,2.32,-1.21,9.2,22.19,1.85,5.87,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Patrick Bailey,CLE,C,H,FA,Free Agent,27.0,65.5,0.98,0.98,13.0,640.0,66.84,1.0,18.61,18.39,-0.22,0.98,-1.47,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Gage Workman,DET,3B,H,FA,Free Agent,26.0,15.0,0.94,1.5,5.0,964.0,15.96,0.35,18.58,16.93,-1.65,1.5,-0.95,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Freddy Fermin,SD,C,H,FA,Free Agent,31.0,65.0,1.07,1.07,8.0,645.0,60.75,1.0,18.48,11.42,-7.06,1.07,-1.38,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Shaun Anderson,LAA,RP,RP,FA,Free Agent,31.0,7.0,0.78,2.27,0.0,1068.0,8.97,0.37,18.46,9.97,-8.49,2.27,-1.26,16.2,27.72,1.54,6.67,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jose Franco,CIN,"SP,RP",SP/RP,FA,Free Agent,25.0,4.0,0.44,2.13,4.0,1096.0,9.09,0.38,18.46,20.69,2.23,2.13,-6.14,16.2,27.72,1.98,7.22,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
P.J. Higgins,CIN,"C,1B,3B",H,FA,Free Agent,33.0,9.0,0.64,1.44,1.0,1034.0,14.06,0.31,18.43,5.13,-13.3,1.44,-1.01,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Daniel Susac,SF,C,H,FA,Free Agent,25.0,44.0,1.16,1.26,13.0,762.0,37.93,0.84,18.41,18.28,-0.13,1.26,-1.19,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Mitch Bratt,ARI,SP,SP,FA,Free Agent,23.0,-1.0,-0.5,2.49,19.0,10035.0,2.0,0.18,18.4,23.35,4.96,2.49,-5.78,6.0,20.64,1.67,4.5,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Alika Williams,ATH,"2B,3B,SS",H,FA,Free Agent,27.0,46.5,1.22,1.31,3.0,751.0,38.11,0.85,18.37,16.46,-1.91,1.31,-1.14,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Jack Kochanowicz,LAA,SP,SP,FA,Free Agent,25.0,24.0,1.85,1.85,15.0,880.0,12.97,1.0,18.36,22.61,4.26,1.85,-6.42,64.0,77.37,1.58,6.61,0.38,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Connor Thomas,ATL,RP,RP,FA,Free Agent,28.0,-5.0,-5.0,2.82,0.0,10074.0,1.0,0.04,18.33,14.9,-3.43,2.82,-0.71,3.2,19.6,1.88,5.62,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Joey Meneses,ATH,1B,H,FA,Free Agent,34.0,5.0,0.56,1.55,2.0,1088.0,8.93,0.2,18.33,5.26,-13.07,1.55,-0.9,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Nick Yorke,PIT,"2B,3B",H,FA,Free Agent,24.0,30.5,1.13,1.4,13.0,841.0,26.99,0.6,18.33,24.24,5.91,1.4,-1.05,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Carlos Santana,ATL,1B,H,FA,Free Agent,40.0,2.0,0.25,1.52,6.0,1138.0,8.0,0.18,18.21,0.0,-18.21,1.52,-0.93,,,,,,0.0,-12.0,,,,,,,,0.0,1.0,0.0,,
Tristan Beck,SF,RP,RP,FA,Free Agent,30.0,3.0,0.38,2.25,1.0,1114.0,7.89,0.33,18.21,10.01,-8.2,2.25,-1.28,10.2,22.97,1.47,4.41,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jake Meyers,HOU,OF,H,FA,Free Agent,30.0,61.0,1.17,1.17,14.0,671.0,52.14,1.0,18.2,12.35,-5.85,1.17,-1.28,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Daniel Johnson,(N/A),OF,H,FA,Free Agent,31.0,3.5,0.44,1.56,0.0,1110.0,7.95,0.18,18.18,9.82,-8.36,1.56,-0.89,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Carlos Narvaez,BOS,C,H,FA,Free Agent,27.0,55.5,0.99,0.99,17.0,705.0,56.06,1.0,18.17,18.87,0.7,0.99,-1.46,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Drew Millas,WSH,C,H,FA,Free Agent,28.0,59.5,1.19,1.19,2.0,685.0,50.0,1.0,18.16,10.17,-7.99,1.19,-1.26,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Rolddy Munoz,ATL,RP,RP,FA,Free Agent,26.0,-6.0,-6.0,2.78,1.0,10085.0,1.0,0.04,18.16,14.98,-3.17,2.78,-0.75,2.0,19.0,3.0,13.5,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Scott Barlow,KC,RP,RP,FA,Free Agent,33.0,53.0,1.47,1.47,5.0,717.0,36.05,1.0,18.12,4.69,-13.44,1.47,-2.06,33.1,46.37,1.36,7.89,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Maverick Handley,ATL,C,H,FA,Free Agent,28.0,-0.5,-0.5,1.75,0.0,10031.0,1.0,0.02,18.12,9.78,-8.33,1.75,-0.7,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
David Morgan,SD,RP,RP,FA,Free Agent,26.0,28.0,1.56,1.96,3.0,859.0,17.95,0.75,18.07,15.3,-2.77,1.96,-1.57,22.0,32.9,1.77,10.64,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Cade Gibson,MIA,RP,RP,FA,Free Agent,28.0,33.0,1.65,1.9,2.0,822.0,20.0,0.83,18.03,15.09,-2.93,1.9,-1.63,25.2,35.23,1.39,8.57,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Edgar Quero,CHW,C,H,FA,Free Agent,23.0,53.5,0.97,0.97,20.0,716.0,55.15,1.0,18.01,25.32,7.32,0.97,-1.48,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Chase Shugart,PHI,RP,RP,FA,Free Agent,29.0,47.0,1.74,1.74,1.0,749.0,27.01,1.0,17.99,9.9,-8.1,1.74,-1.79,31.0,42.66,1.26,10.45,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Orlando Arcia,MIN,SS,H,FA,Free Agent,31.0,19.0,1.0,1.46,3.0,915.0,19.0,0.42,17.97,10.24,-7.72,1.46,-0.99,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Angel Zerpa,MIL,RP,RP,FA,Free Agent,26.0,13.0,1.08,2.12,4.0,982.0,12.04,0.5,17.97,15.42,-2.55,2.12,-1.41,12.2,24.09,1.8,5.9,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Beau Brieske,DET,RP,RP,FA,Free Agent,28.0,2.0,0.25,2.19,1.0,1139.0,8.0,0.33,17.9,14.84,-3.05,2.19,-1.34,9.1,21.93,1.43,7.91,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Nick Davila,SEA,RP,RP,FA,Free Agent,27.0,28.0,1.56,1.96,1.0,862.0,17.95,0.75,17.81,14.8,-3.01,1.96,-1.57,20.1,31.43,1.19,4.03,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Kyle Farmer,ATL,2B,H,FA,Free Agent,35.0,8.0,0.67,1.5,2.0,1044.0,11.94,0.27,17.8,0.0,-17.8,1.5,-0.95,,,,,,0.0,-12.0,,,,,,,,0.0,1.0,0.0,,
Jonathan Heasley,TB,"SP,RP",SP/RP,FA,Free Agent,29.0,-9.0,-9.0,2.65,0.0,10099.0,1.0,0.04,17.8,9.61,-8.19,2.65,-5.62,4.0,19.86,2.0,4.5,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Tyler Samaniego,BOS,"SP,RP",SP/RP,FA,Free Agent,27.0,31.0,1.55,1.82,2.0,836.0,20.0,0.83,17.77,14.96,-2.82,1.82,-6.45,20.1,31.43,1.49,7.61,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Felix Reyes,PHI,"1B,OF",H,FA,Free Agent,25.0,8.5,0.71,1.51,4.0,1040.0,11.97,0.27,17.76,16.31,-1.45,1.51,-0.94,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
David Fry,CLE,"OF,UT",H,FA,Free Agent,30.0,71.5,1.12,1.12,6.0,614.0,63.84,1.0,17.74,10.66,-7.08,1.12,-1.33,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Matt Strahm,KC,RP,RP,Jpanner,Active,34.0,40.0,1.11,1.11,20.0,777.0,36.04,1.0,17.73,7.17,-10.55,1.11,-2.42,32.1,44.91,1.5,7.29,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Yoan Moncada,LAA,3B,H,FA,Free Agent,31.0,48.5,1.18,1.23,10.0,739.0,41.1,0.91,17.72,11.37,-6.35,1.23,-1.22,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Nick Mears,KC,RP,RP,FA,Free Agent,29.0,34.0,1.62,1.81,4.0,814.0,20.99,0.87,17.71,10.29,-7.43,1.81,-1.72,19.1,29.53,1.52,7.07,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
James McCann,ARI,C,H,FA,Free Agent,36.0,28.0,1.12,1.42,2.0,858.0,25.0,0.56,17.7,0.0,-17.7,1.42,-1.03,,,,,,0.0,-12.0,,,,,,,,0.0,1.0,0.0,,
Buddy Kennedy,SEA,3B,H,FA,Free Agent,27.0,3.5,0.35,1.48,1.0,1112.0,10.0,0.22,17.69,15.73,-1.96,1.48,-0.97,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Jonah Tong,NYM,SP,SP,joeybats,Minors,23.0,14.0,4.67,3.57,60.0,978.0,3.0,0.27,17.67,75.85,58.18,3.57,-4.7,10.0,22.45,1.5,6.3,0.0,26.0,10.0,33.0,,,,,,,0.0,1.0,26.0,,
Cam Sanders,BAL,RP,RP,FA,Free Agent,29.0,10.0,0.91,2.13,1.0,1018.0,10.99,0.46,17.63,9.7,-7.93,2.13,-1.4,11.0,23.14,1.73,12.27,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jack Brannigan,PIT,SS,H,FA,Free Agent,25.0,-0.5,-0.5,1.75,2.0,10029.0,1.0,0.02,17.58,15.85,-1.73,1.75,-0.7,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Sam Huff,BAL,C,H,FA,Free Agent,28.0,2.0,0.2,1.44,1.0,1135.0,10.0,0.22,17.57,9.67,-7.9,1.44,-1.01,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Weston Wilson,SEA,"3B,OF",H,FA,Free Agent,31.0,39.5,1.23,1.39,2.0,781.0,32.11,0.71,17.57,9.85,-7.72,1.39,-1.06,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Sean Murphy,ATL,C,H,FA,Free Agent,31.0,-2.0,-0.5,1.6,20.0,10055.0,4.0,0.09,17.54,13.07,-4.47,1.6,-0.85,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Pedro Pages,STL,C,H,FA,Free Agent,27.0,58.5,1.03,1.03,9.0,693.0,56.8,1.0,17.5,17.07,-0.43,1.03,-1.42,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Sammy Peralta,LAA,RP,RP,FA,Free Agent,28.0,-4.0,-2.0,2.73,0.0,10068.0,2.0,0.08,17.46,14.43,-3.03,2.73,-0.8,2.2,19.17,2.27,16.36,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Taylor Trammell,HOU,OF,H,FA,Free Agent,28.0,58.0,1.29,1.29,3.0,694.0,44.96,1.0,17.46,9.97,-7.49,1.29,-1.16,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Chris Murphy,CHW,RP,RP,FA,Free Agent,28.0,34.0,1.62,1.81,2.0,813.0,20.99,0.87,17.45,14.78,-2.67,1.81,-1.72,21.2,32.47,1.56,8.92,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Kyle Hart,SD,"SP,RP",SP/RP,FA,Free Agent,33.0,37.0,1.54,1.54,4.0,800.0,24.03,1.0,17.45,4.14,-13.31,1.54,-6.73,34.0,47.67,1.15,7.41,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Hunter Feduccia,TB,C,H,FA,Free Agent,29.0,59.0,1.09,1.09,4.0,688.0,54.13,1.0,17.44,10.14,-7.3,1.09,-1.36,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Luis Matos,MIL,OF,H,FA,Free Agent,24.0,1.5,0.17,1.48,5.0,1145.0,8.82,0.2,17.42,22.31,4.89,1.48,-0.97,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Chris Devenski,PIT,RP,RP,FA,Free Agent,35.0,-1.0,-0.33,2.72,0.0,10043.0,3.03,0.13,17.41,0.0,-17.41,2.72,-0.81,2.1,19.08,2.38,12.86,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Eric Orze,MIN,RP,RP,FA,Free Agent,28.0,51.0,1.42,1.42,3.0,729.0,35.92,1.0,17.38,14.92,-2.45,1.42,-2.11,41.1,61.23,1.53,7.88,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Stuart Fairchild,SEA,OF,H,FA,Free Agent,30.0,12.0,0.86,1.51,1.0,997.0,13.95,0.31,17.37,9.56,-7.81,1.51,-0.94,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jose Corniell,TEX,RP,RP,FA,Free Agent,23.0,-11.0,-11.0,2.57,11.0,10111.0,1.0,0.04,17.35,21.35,4.0,2.57,-0.96,3.1,19.34,2.9,8.71,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Christian Moore,LAA,2B,H,FA,Free Agent,23.0,-0.5,-0.08,1.54,39.0,10032.0,6.25,0.14,17.27,28.34,11.08,1.54,-0.91,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Valente Bellozo,COL,"SP,RP",SP/RP,FA,Free Agent,26.0,-5.0,-1.67,2.56,3.0,10080.0,2.99,0.12,17.24,14.85,-2.39,2.56,-5.71,10.2,22.97,1.67,7.06,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
